paper_id,change_type,expected,status,old_record_sha256,new_record_sha256,notes
CUMCM-2003-A-003,ADDED,1,EXPECTED,,16F3257375F523727DB209FEFA6F576A54AD0E7FE7FAAB9667B6E355DF17C61D,new formal index creation
CUMCM-2003-A-004,ADDED,1,EXPECTED,,B09ECD7BA1EE8CAEA9A3DAE1DBE0663EDD1DFBA59CCB70BC7599D19B6FA07DB3,new formal index creation
CUMCM-2003-A-005,ADDED,1,EXPECTED,,07B77FC43D5121DC961D7C8494C1D3EAA119B95F4214E42AE6723E234DD8D2FC,new formal index creation
CUMCM-2003-A-006,ADDED,1,EXPECTED,,3193387A662FDFBB44BC079BE10FEF310C04DBF4C172CB2B11F734C09AC4FEFA,new formal index creation
CUMCM-2003-A-008,ADDED,1,EXPECTED,,F88469E626408B4624E0C99A6D7D359D0D77763DA2CAA1628C1C6142D03C8FC3,new formal index creation
CUMCM-2003-A-009,ADDED,1,EXPECTED,,EB548E087BE3D0C1DC2C4E3588629A5B5662D5959811C6EC76BE0E99BEE121EC,new formal index creation
CUMCM-2003-A-010,ADDED,1,EXPECTED,,0518D73D4488ADA3D97999241B7788A08B437FD733ECAC0D1A618B01BD4C9C11,new formal index creation
CUMCM-2003-B-001,ADDED,1,EXPECTED,,BE6396081A0CA54A8858C40921627C605932ABADBA23F156A1F3487ABEF2791E,new formal index creation
CUMCM-2003-B-002,ADDED,1,EXPECTED,,80162154205E4F9BC8D1428E1F461E0CF9F1146F8CBF69EDDE4C5E5DD6575D2C,new formal index creation
CUMCM-2003-B-004,ADDED,1,EXPECTED,,2F404A6D83E5243F326006BB97B8C8532BE19CB1DC91DF597D99C18A79D02F15,new formal index creation
CUMCM-2003-B-005,ADDED,1,EXPECTED,,8F5D5F558217AD49CE3BAC821A8F383696DD4D0FA6CD59CFC2972C24AF7736F7,new formal index creation
CUMCM-2003-B-006,ADDED,1,EXPECTED,,F89729C181ECEBA0B205134BF15234088BCE2CD127CF70452052D3AAA9262CE9,new formal index creation
CUMCM-2003-B-007,ADDED,1,EXPECTED,,82DB546F1398D11F4B1751204FFEB5FE39A5C1492C2B1B510B2AD48451EE3E98,new formal index creation
CUMCM-2003-B-008,ADDED,1,EXPECTED,,66F4901A3B8464A48359F30914293C71416FBF64A41E1A50B2A28B78E3967CAA,new formal index creation
CUMCM-2003-B-009,ADDED,1,EXPECTED,,A007288E6F9E84CC73C4185CBDCA71F794305B0EBE7A84B8915BB7182ED3E7F7,new formal index creation
CUMCM-2003-B-010,ADDED,1,EXPECTED,,B646E04822EF07E3F4ED967F7717E639BC9057E0DACDDE6FD4445B52DD29AD5B,new formal index creation
CUMCM-2003-B-011,ADDED,1,EXPECTED,,4B509C3483C03B99D4F3CA80F5CACD6ECB208E73B16586A1D817EBB9A98C804C,new formal index creation
CUMCM-2003-D-001,ADDED,1,EXPECTED,,B0F792013F11EC7EE0C3DA0CC72DA027A0C59D03A4E8F890BD7BD730A3B0D0B8,new formal index creation
CUMCM-2003-D-002,ADDED,1,EXPECTED,,1962DD3F7D2E69EFA12170D5D6AECF185DB918460FCE021B7F4BD6062167B991,new formal index creation
