paper_id,change_type,expected,status,old_record_sha256,new_record_sha256,notes
CUMCM-2002-A-003,CHANGED,1,EXPECTED,3F1424C1FE3CEF679EDA3AC9852EF6EC1FE7E49FD5F23659389E2B5D460B21F2,0345B67D773B5DB77ABD13A6F7451D41FF430947CFE12CE1A3F1D7B568CA9B7A,G11 repaired formal artifact projection refresh
CUMCM-2002-A-004,CHANGED,1,EXPECTED,7676A9E4204940C1B77F3DFABB4006F32E0457222B387CFAD0E3E48F6F591751,3396A4F8E802D10CAC9C7CE22EED2A46AB24E3CE484FA929FCC4EAF0873553A8,G11 repaired formal artifact projection refresh
CUMCM-2002-A-005,CHANGED,1,EXPECTED,6991EF1A65E85C8379123338E6191C80B7C9E6512F9DA864EB72A9F3417712A8,196C69F15EF7DAAB98B9A30C374DA0979885BEF0DBB001C9F4FE547949E40D1C,G11 repaired formal artifact projection refresh
CUMCM-2002-A-008,CHANGED,1,EXPECTED,7204FDA29A3C1E36E9DDF6F90A762402CB8A832F2D1829A45FA9183CAFD35731,FD4E89B2775F50E861031CB3AD7AF87F5B72C0F5E8ED0F23594D76B45D3E0CE7,G11 repaired formal artifact projection refresh
CUMCM-2002-A-009,CHANGED,1,EXPECTED,C38E81F612CF060020FAA4A2044231F96E2DE6A46AC14BCAE95AD376C6DF4798,085B7B4DA18C8E9F7DDBD3BD90F7DF87665596D9297EA6AB7410BE0A0D7FFAFA,G11 repaired formal artifact projection refresh
CUMCM-2002-A-011,CHANGED,1,EXPECTED,7DAB21028C244B9C93ED33277D8AAA87A079F8FED8AC988BA9BB5D208FB33600,F51275D88472D9DA047D4125D824411BE2C4F60970B03F21058A5FE8354040E9,G11 repaired formal artifact projection refresh
CUMCM-2002-A-012,CHANGED,1,EXPECTED,EA551FB205EA21FA5DA804A9C4A53A18D395AD92C3FA65BF862936B7A3AE6ADE,71831A39A404950BFD4226199DB689D4EC2D9F0AB36E2278FCAAE9BBB90DF1C2,G11 repaired formal artifact projection refresh
CUMCM-2002-B-001,CHANGED,1,EXPECTED,6E79FA377C520B6E01F652FC90D209316F0B1BF33A603F9F073EC54BCC044534,5EBFA69645074BA98D5A243FBE8FF2D98304437B8D8F28FC5893BADC8028ED8F,G11 repaired formal artifact projection refresh
CUMCM-2002-B-002,CHANGED,1,EXPECTED,0E033A4BF462623FEC2EE1D01ADD2BD5C7C509A8CB97745B04A6ADBADB94FD0D,7E2F0E589E8806617B0167E761A5E1BB772EBECBA3264A69881B1E092E35E901,G11 repaired formal artifact projection refresh
CUMCM-2002-B-003,CHANGED,1,EXPECTED,A6204722BD98A7006B2A8BA97F8C9B512069E927A3F3EE36891730EDE9297B58,507FBF026A3141EF28A9F09FBEC814B8025B4651444B8B08DEB7E8B434B5C9F5,G11 repaired formal artifact projection refresh
CUMCM-2002-B-004,CHANGED,1,EXPECTED,F70E6C49B80AEBAC207CF4F63E8369A71F9F1BDDDB2E9DEDD37036D5FB7925FA,094C77D9CCCD0AFB3C8A9C35F2BA375E595497237984BC8CEDD729F09E6C08C5,G11 repaired formal artifact projection refresh
CUMCM-2002-B-005,CHANGED,1,EXPECTED,D2D084A7F0D6416F4003C1BE7ABD4A7F986BE0A8F3B5446CB338C7516001DF98,51BC657331ADB355C1D55786254A0D592389CEAB6FFAE9835BB52FE3A20108D6,G11 repaired formal artifact projection refresh
CUMCM-2002-B-006,CHANGED,1,EXPECTED,6057085D54F888AA4088E47D1D54BC12B9AE1E0AC82828B5E79CC163EABB42C4,AC82E75FBEB9D4DCA78BDBF7AA51BBBC7D0C7A5D6ABD1E72751B07390B978958,G11 repaired formal artifact projection refresh
CUMCM-2002-B-008,CHANGED,1,EXPECTED,DECD0FCEFF07E365398E9312F8A1B83AC4AD93BC0D9D1AC9CFB66B964D2B4B6F,6A0AB04FC6C3E38EE54C4C1A0419A2C381D33FF6C47A1A2DB3F014047E9D46B6,G11 repaired formal artifact projection refresh
