diagnostic_attempt_id,paper_id,page_number,primary_page_class,repair_overlay,authoritative_text_extractor,pdf_text_chars,pdf_inspector_quality_status,poppler_quality_status,ocr_required,ocr_target_pages,render_width,render_height,render_pixel_count,render_sha256
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,72,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[72],1191,1684,2005644,53F45F63882A093A52EF6D3E9D35C6A6250C0F482652EEE6A772CDE04C75F72C
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,73,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[73],1191,1684,2005644,72506784C55153A3BB29CAA77C233427E71245089503D38740373161F0EAEFC1
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,74,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[74],1191,1684,2005644,846D050C57DD48585B635B1701FD51DC99502F389D9683F019DFD74357B8BA28
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,75,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[75],1191,1684,2005644,A155101CB23DA59173E23A648A445272219A149C6C7DD89644AF7DE27AB29889
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,76,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[76],1191,1684,2005644,591FA4555E8D28374897EA38FBB6BC1F162601FA9707C2B74A65F46C4DB4E6D7
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,77,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[77],1191,1684,2005644,F2BAF0D2D0CDF42271BE20E10FF975EBB524A06D04B76DC1F4802FA58EBB0C9D
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,78,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[78],1191,1684,2005644,86B9EF2ACCB4247294E5AE2413EDDE034BCB9F99DA35A7F62D6B60F718E02DF6
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,79,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[79],1191,1684,2005644,68392CACECFCD467F807A89E9AEFE867A5FE6B4BEF6C78D9C55528F93BB2FB15
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,80,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[80],1191,1684,2005644,98A0615E3021ED6EE632D18E8C452BFBD64AC0FE999E85F34691CA172BF13656
20260902T130335889202_page_scoped_c6d2bda3,CUMCM-2020-B-002,81,TEXT_PAGE,TEXT_LAYER_CORRUPT_ENCODING,NONE,0,CORRUPT_ENCODING,LOW_INFORMATION,1,[81],1191,1684,2005644,3029B24FCDAC97C731B3AA71C813E1A137803ADCABB458903C1673D747E99943
