paper_id,effective_pdf_sha256,logical_page_number,page_class,pdf_inspector_text_chars,poppler_text_chars,text_chars,text_sha256,evidence_source
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,25,TEXT_PAGE,739,689,739,CEDC8578A6E86D9DA31CEEEA17ECEFAD57C9CAC941514EA31B97C445806206EA,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,26,TEXT_PAGE,399,366,399,3CD864987919C7E1FB6E9AAEFCB368DE5367082E2C7A3B2651D5D4DCA8554FE7,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,27,TEXT_PAGE,324,288,324,A3C47502D63A7D2BD559E66825864F2A0B4FB02F3F01906CC9CD67375AE0DAD1,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,28,TEXT_PAGE,1129,1156,1129,602BFFF2D4451B39BD965D3B4F416101B55E81B60D7DA1DE2E8DCAD9927DE296,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,29,TEXT_PAGE,787,826,787,9F5A2A25F32E4A3E1C325BE7371A833CCDC8C0A4A1889682D4C898924C7800F2,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,30,TEXT_PAGE,1004,1071,1004,E9EBBFF6CA6CC7BBE35E1F71CC055070FD4D409D5BEEBC0934E7C5772011C64B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,31,TEXT_PAGE,746,799,746,0EA6E5353C5216EDD9AB247B113DA9F42E4A50EE5BF36D11EE187E6F9795B4E4,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,32,TEXT_PAGE,644,644,644,A3E8626F91626AE24CB30003C9BB727B9AA302D0E590E4542A5A7CF6BC100242,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,33,TEXT_PAGE,413,419,413,D309D8EDB5976E40B21481AF2E1B2F193FABA3347540AB471AD0C24F84F033AF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,34,TEXT_PAGE,635,635,635,F73C3138E283EB07517747654A885E0D9A3B967AD8F88239B4C28856FF9CBDC2,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-A-003,C40455E13E66A460C39DAE91E660AF11E2BE0F61C1F03DB321571CEEDC4ED207,35,TEXT_PAGE,528,528,528,F0EB387241E2C38579A4D0D282DDDFD507B15A7EFF898B1DC5C23AF8DB059274,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,1,TEXT_PAGE,389,373,389,8C9151927FB1EA59BA06A4BC1F59E3E9B301FF2985B7E837FAC69B41B9C0A481,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,2,TEXT_PAGE,148,132,148,173CF155C9BE900059225F29D477D61BEDC5F8BF36AE18FAD6E8E00612796A54,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,3,TEXT_PAGE,900,885,900,7F2383739A74417A9070101AD5C799F13D13624F8405B7F7176DD6977040FB2F,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,4,TEXT_PAGE,967,950,967,13D7DBD3F7126092C7CE3E77CDE4DC9D6751A8148EAE61547D446FDE17741882,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,5,TEXT_PAGE,665,649,665,E78140EFBB656E0AA5D0EA5C3274DDC50DECA4A2C5DA42CDC6D937B51F7C4EB9,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,6,TEXT_PAGE,591,577,591,6057BA91A4A8FEA557A312FDB8094B02466095227A4BA6D3DF5ABAA0AD89DC83,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,7,TEXT_PAGE,856,893,856,EA48656F61E7E5B32CA13E20B53815CD7C4A982200915467D864BB108C46E488,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,8,TEXT_PAGE,1052,1081,1052,A4FAE966A3E61F7C40840C13027E064FC8265FA7819E1DE79038F465ADF70188,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,9,TEXT_PAGE,1111,1126,1111,6C75ED721DEE9E11FB9277D79A4F393D0BA6A102481BC278ACAB7C615B81BB6A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,10,TEXT_PAGE,1319,1331,1319,47A5E8398DE9B415626857E0C2935E7B8F65B478EEDE43F8824593F63FCBDD32,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,11,TEXT_PAGE,947,933,947,D8B640D0E47467165B4E54D5D1A5A8E9710E35097DCC10D8F1F9B8B3CF657DA2,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,12,TEXT_PAGE,734,718,734,F9F14D651478F9284EC0B852D1D87CD892F958F3826604AD55E16C46B048C18F,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,13,TEXT_PAGE,1121,1097,1121,5D87E8F75F14112FD605DDA846B90D111BB92DA4608A4104CF37997E3DC80E95,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,14,TEXT_PAGE,415,363,415,5EE07A585EFFB9A5099CCA4F8BC42A66F890012ECF093A320B3743047E0808E5,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,15,TEXT_PAGE,231,179,231,7BC305EBE11965827A8B944F0089EFC759DF07852BD94DE4B17DB97D3C6D8E2D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,16,TEXT_PAGE,164,112,164,37B8F63FC1DE45CFC762982FF6A638C9DD15EE0886AA70D01154866B5BB63AF9,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,17,TEXT_PAGE,504,470,504,EEAB36D9C4A1601E22F6EA05D0948D932F4D6FBCA82AA9CCEA3603DAEF417279,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,18,TEXT_PAGE,910,912,910,CA1DBEBE24D8736087BD4C597EB11B5E214D9EE264144ACE2E0F0FF770D03AC1,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,19,TEXT_PAGE,921,903,921,4622AC58D68671973508AD178780E08686F6CB68CBD396A55510B28F87193EFF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,20,TEXT_PAGE,353,301,353,B3C35F98839B19EDEBB827EA5A867BF2E57E9FDB32B783F68E242843D5327620,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,21,TEXT_PAGE,354,302,354,0B3DC2AD255380C83FC4D36AE8F7218D79E3549DCD078886DD4D96CFC933A7CE,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,22,TEXT_PAGE,643,628,643,DCDAC0E5D04FAEFF7C557D15D739EA05D49EAA60046456E23CBEBC39679F56EB,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,23,TEXT_PAGE,613,583,613,017F58AF7D12EFE5DDA9C1361519FBEFB84950399EB087D725A4E8DC6DCA89DF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,24,TEXT_PAGE,384,351,384,021A17866619F8A8CBF90368D42B1CE6FC0432D961A31334A48C1434B2E93852,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,25,TEXT_PAGE,1087,1082,1087,BF30C929A3A20A5B9D2C1509C36C4D35C6339FEDA732CB9A4070019805AB741A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,26,TEXT_PAGE,723,707,723,C20DD5DA848E0FBFF19366E21A1B7B3CCA17E9E7150246CCDE5C2E2EF553A833,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,27,TEXT_PAGE,1340,1377,1340,66F317D78BFB7960B12E0F121F39AB1CCF50BAA5D81AC6289DD79F624F193B7C,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,28,TEXT_PAGE,407,391,407,3D36BF3758DA82C161F13DCBCD960EC00103140868DD9699C132DA451CD39B2D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,29,TEXT_PAGE,644,628,644,874D984EC5206E88B31CA16F72A4F3F25566192CF27ABC6940B30764EBC73F40,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,30,TEXT_PAGE,619,603,619,39C50FF93F8425C7E8C6BCF0933B6399F68C18B9AED5C31BD2C2FA8AA9833C56,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,31,TEXT_PAGE,1331,1315,1331,1C967264C0764999E52367759231A37FB5F2EF49DCD3D2DC4B5503E5D5B29CB9,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,32,TEXT_PAGE,420,404,420,F3C2F964787F7AB09BBDD3134BDA477CA87FCFD6C61A28846FD9C715716B3810,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,33,TEXT_PAGE,716,700,716,79DACDF7E85C35706A8A3764AB8980BC9D2C0379C23C9A389041CDCCD014C1AE,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,34,TEXT_PAGE,748,732,748,712F1F83B42EC14993A8575EFD8ABFB5B135B4F299E27A31460A4E2D9BDA09EB,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,35,TEXT_PAGE,824,808,824,CBBD8F560C51CFA00CCA739FFAA54A6C6570E2476071CC51044EB215DF6CEF89,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,36,TEXT_PAGE,103,51,103,2A8BAF3EFB9D777358A244DF77A50C649811D23C6767B4D82777BAB0ABA8B6DA,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-005,F9F59407B33E60976DD4B86A6A897C0F1B0A8F0DA166337EBE76992CC2241465,37,TEXT_PAGE,90,2,90,40135862D44A36101C054D22863D4A6145699B0D50FF36A55FF85D3567670899,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,1,TEXT_PAGE,546,530,546,CF0A953474A217F64C2F66A5319F4176FCA402340B9AB56EEB7C00BD4661A2CF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,2,TEXT_PAGE,148,132,148,E821F2B610F64E6EBAB33CD1F053573447FE2E3F7320855DC6C19068E3052982,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,3,TEXT_PAGE,968,952,968,54B67CB57B39116AB0C47AAF9E9A7EDBF2EB65AA77FBE33E6AAC8FF611DB89E4,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,4,TEXT_PAGE,590,574,590,0176F124E87CCBEADB175C47C7B837580DB3B38A32487DD250347330A3112366,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,5,TEXT_PAGE,763,747,763,ED423D996D1D73771E147E75D8A347EE0E1CEA7C6A091A47B6DA050D596439DB,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,6,TEXT_PAGE,1010,982,1010,5271900F20DD68EA1D8E7BE5F5080D874832F2110A2621A905A503E8026E6C20,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,7,TEXT_PAGE,777,773,777,E34FB7062C303FEE56C6BF635366A5197751DC9490F89898E8284A292CFBF7AF,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,8,TEXT_PAGE,1179,1185,1179,FA64AF6935E141F985B949FD3346975259F1244A5C994820A09B61C5C90ED84B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,9,TEXT_PAGE,853,885,853,DAD7F1C94A824A950B8441EFD767C23C5AC0016A98BBD600F66D2AF33BC70571,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,10,TEXT_PAGE,769,753,769,2D1CDF906843C424B236223C4F83A030EA7835FF7BC9DE2E3FC2D9D1D505C24F,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,11,TEXT_PAGE,1572,1567,1572,3B2F1A75AE7D285E94F8CB964889C80B9B2BCD0593BE047B8EA5B11D39CB9A4A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,12,TEXT_PAGE,973,940,973,1C39CB9FEE9C4626B290CF4ABCDC7D21B7CE2D773F82D0F9995F40F69AE20DCE,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,13,TEXT_PAGE,457,322,457,425EF3514F8824957AF9C8F66356317DADA5ABCD3B6D84E017EB053463AE3227,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,14,TEXT_PAGE,398,365,398,7EDB68B2796FFC3ED8ACC1BDCCE5B5264244059841F15B5893D1361ED2FE8D7E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,15,TEXT_PAGE,545,498,545,455F20A513E76CFB8ADF7AF3DCDC7C2CF6078919F64646CEA5B7C19D5AF7636B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,16,TEXT_PAGE,887,896,887,21473DE11A65F457B9A9DAF6EC8D5792E12BAF37D0033C150A9AF12AF5A191A7,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,17,TEXT_PAGE,777,791,777,25272744D7A627A3B78012D076A01FC0B3CA289C2F2F0F996D5965E9F4799AED,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,18,TEXT_PAGE,223,135,223,87A0ECB682AA7DDFBB3B1D203546FC879AF835A7E6CA248176F905931D8F350B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,19,TEXT_PAGE,456,404,456,316C3E1945439CB0C0F78A024A5E3C01CE83C64D731AF1787E43AD653B0DC6E3,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,20,TEXT_PAGE,173,140,173,746DDD6CB12B4E763ED956675ABFA223857C8045E8AAA411B5F0A13214B5A854,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,21,TEXT_PAGE,172,135,172,574F73E0FE8E721C4953EABBCA362DEB34F89F7BC4A806EF01B020A787E55C67,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,22,TEXT_PAGE,265,204,265,59A999EFD3E8BB954CABB718152B344D3475AFFC0956F84203175968C0ECBD03,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,23,TEXT_PAGE,679,663,679,30A4FFB2D937D37EA332EB0CB13312EFEB341AB26E845CDFF31C21CC4DB44A2B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,24,TEXT_PAGE,640,621,640,885AD37D60C2BF29779A853B4E6EF93A1A57B2484FC1D79455466574478DEC0E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,25,TEXT_PAGE,871,855,871,35D26042B9AB8B9C8FDF62C6ED4217F4F442DAAEA56D73B50355D4412275DE9B,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,26,TEXT_PAGE,838,822,838,FBE0AC33A546116CBF4BE6DFB9D98EA987FE1BB1873FFA223FD4A130C52C93F7,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,27,TEXT_PAGE,789,773,789,3C9A48EDE8811A15E7ADF9096CB736F85963701A1EFCD2B531F5A369D2736D9A,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,28,TEXT_PAGE,811,795,811,0AFD44E38666B0103832CAD406D7BAA49EF782785B0B05DD0B33E265B62745CB,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,29,TEXT_PAGE,962,946,962,6622E01822AC54CDADD2A338894525DD0DC784006553445C5DD8CB5D9A95EC15,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,30,TEXT_PAGE,882,866,882,881B59E420C7FA21A4855439D1EF2579E2365AF5E9CF3F9BBAD45E0439BF901C,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,31,TEXT_PAGE,817,801,817,6D7A344C87CABC58E4E207DFDAEE2D52B8B307A5238764719BDF603A25B66EEE,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,32,TEXT_PAGE,942,926,942,CE644DAC2704A201CB88DAAC8895E6160B8F10FEC6FC0C93800976BBB5D3FAF2,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-B-007,547312CD5D3F57EB29292892142E79DE98B75C19C1D526ACB69B9EE834A3AA21,33,TEXT_PAGE,748,732,748,FEF44C14BF7F807650CC460B5445638BF55CC8AC9D9BEC0BFEC0D7E083A4F47E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,1,TEXT_PAGE,466,466,466,CF8E82E50776A7EAB3EB191CDCA9536F4F459975FBF508AF0B1B3517DFB67085,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,2,TEXT_PAGE,132,132,132,07E87E8F55916488898E61A36D81CBD13623CC142C3B92A65045FE9B45343C3E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,3,TEXT_PAGE,989,992,989,56835DBADDEB7DC9F135A7F0DCAC2AFFF0D20B48CD7BF5FA616A41353D67645E,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,4,TEXT_PAGE,1157,1158,1157,BBD16181AD60DA589D3BEFD58D41A1D19D3BC700A6BF0B088193688A7889EEDE,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,5,TEXT_PAGE,1429,1434,1429,F70CE2DF15329B40FBEE6875059C0D7C9B1617CB8C4A38F2236BC55C3472E930,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,6,TEXT_PAGE,603,601,603,9620BA96155086956FE70814BE121CC634EAA75F5853D208F16B21CC39439E85,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,7,TEXT_PAGE,1122,1123,1122,785516ADC6337C5E1562D507009202F7F451425872CBF71624C18BAEC8AFDA33,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,8,TEXT_PAGE,770,770,770,6365E6F0C475E058D8D2496FA0E25C06577B9EAD9D884EA164A542787FC3F102,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,9,TEXT_PAGE,804,822,804,963F59B80C0819A1EA1683ECDC1BEFC7D63FDB21F403C72E5B3A66340DE1500D,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,10,TEXT_PAGE,750,780,750,F9A362353C29E07645664A64C2E3EB17A3D6CBF5A6ABE47F5DF7FD013F47FBBA,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
CUMCM-2012-C-003,1AF31EA4FE7E106AA9306E894B3471753F6077BF19A8A1F648A1E752E4CBC2E1,11,TEXT_PAGE,617,617,617,22A83A4F230F4ADE674D315FE2C8AD3D07BD2EEBAD1F1F8282237B5E9E48A622,NEW_READ_ONLY_POPPLER_PDF_INSPECTOR
