archive_id,archive_path,compressed_size,is_directory,member_extension,member_path,uncompressed_size,unsafe_path
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,71266,False,.jpg,2024国赛优秀论文/A题/A016/52.jpg,82461,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,58029,False,.jpg,2024国赛优秀论文/A题/A016/53.jpg,69679,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,60886,False,.jpg,2024国赛优秀论文/A题/A016/54.jpg,72530,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,56529,False,.jpg,2024国赛优秀论文/A题/A016/55.jpg,68545,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,45719,False,.jpg,2024国赛优秀论文/A题/A016/56.jpg,58078,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,100250,False,.jpg,2024国赛优秀论文/A题/A016/57.jpg,109885,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,57859,False,.jpg,2024国赛优秀论文/A题/A016/58.jpg,69783,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,20776,False,.jpg,2024国赛优秀论文/A题/A016/59.jpg,31814,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,84050,False,.jpg,2024国赛优秀论文/A题/A016/6.jpg,91311,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,90756,False,.jpg,2024国赛优秀论文/A题/A016/7.jpg,101007,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,108464,False,.jpg,2024国赛优秀论文/A题/A016/8.jpg,114759,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,90839,False,.jpg,2024国赛优秀论文/A题/A016/9.jpg,100437,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,0,True,,2024国赛优秀论文/A题/A053,0,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,205743,False,.jpg,2024国赛优秀论文/A题/A053/1.jpg,210010,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,83840,False,.jpg,2024国赛优秀论文/A题/A053/10.jpg,91722,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,95875,False,.jpg,2024国赛优秀论文/A题/A053/11.jpg,103003,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,140065,False,.jpg,2024国赛优秀论文/A题/A053/12.jpg,147475,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,120903,False,.jpg,2024国赛优秀论文/A题/A053/13.jpg,129382,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,171716,False,.jpg,2024国赛优秀论文/A题/A053/14.jpg,184052,False
file_5f57d4c1236eca7f,2024年数学建模国赛真题+优秀论文/2024国赛优秀论文/2024国赛优秀论文.zip,197207,False,.jpg,2024国赛优秀论文/A题/A053/15.jpg,205621,False
